Date,Month,Year,Season,Day_of_Week,Is_Weekend,Weather_Type,Location_City,Location_State,Country,Zone,Place_Name,Place_Type,Establishment_Year,Google_Rating,Significance,Airport_Within_50km,Weekly_Off,DSLR_Allowed,Review_Count_Lakhs,Visitors_Count,Ticket_Price,Revenue,Tourist_Type,Rating
2023-08-11,August,2023,Monsoon,Friday,No,Cloudy,Junagadh,Gujarat,India,Western,Gir National Park,National Park,1965,4.3,Wildlife,No,None,Yes,0.08,43,3654,157122,Domestic,4.3
2025-04-19,April,2025,Summer,Saturday,Yes,Partly Cloudy,Darjeeling,West Bengal,India,Eastern,Tiger Hill,Sunrise Point,Unknown,4.6,Nature,No,None,Yes,0.025,291,0,0,Domestic,4.6
2024-06-05,June,2024,Monsoon,Wednesday,No,Humid,Bhopal,Madhya Pradesh,India,Central,Madhya Pradesh Tribal Museum,Museum,2013,4.9,Cultural,Yes,Monday,Yes,0.15,55,9,495,Domestic,4.9
2023-04-03,April,2023,Summer,Monday,No,Hot,Satara,Maharashtra,India,Western,Kaas Plateau,Valley,Unknown,4.4,Nature,No,None,Yes,0.05,61,305,18605,Domestic,4.4
2024-03-22,March,2024,Summer,Friday,No,Pleasant,Dzükou Valley,Nagaland,India,North Eastern,Dzükou Valley,Valley,Unknown,4.5,Trekking,No,None,Yes,0.01,129,0,0,Domestic,4.5
2024-04-06,April,2024,Summer,Saturday,Yes,Warm,Delhi,Delhi,India,Northern,Lodhi Garden,Park,1500,4.4,Botanical,Yes,None,Yes,0.48,359,0,0,Domestic,4.4
2023-09-03,September,2023,Monsoon,Sunday,Yes,Rainy,Ahmedabad,Gujarat,India,Western,Sabarmati Ashram,Historical,1915,4.5,Historical,Yes,None,Yes,0.35,207,0,0,Domestic,4.5
2025-12-19,December,2025,Winter,Friday,No,Cool,Gurugram,Haryana,India,Northern,Kingdom of Dreams,Entertainment,2010,4.5,Entertainment,Yes,Monday,Yes,0.3,268,1080,289440,Domestic,4.5
2023-06-14,June,2023,Monsoon,Wednesday,No,Cloudy,Guwahati,Assam,India,North Eastern,Umananda Island,Island,Unknown,4.1,Nature,Yes,None,Yes,0.01,115,0,0,Domestic,4.1
2025-05-30,May,2025,Summer,Friday,No,Hot,Chidambaram,Tamil Nadu,India,Southern,Nataraja Temple,Temple,Unknown,4.9,Religious,Yes,None,No,0.28,129,0,0,Domestic,4.9
2024-06-12,June,2024,Monsoon,Wednesday,No,Humid,Kangra,Himachal Pradesh,India,Northern,Kangra Fort,Fort,400,4.5,Historical,Yes,None,Yes,0.1,70,145,10150,Domestic,4.5
2025-08-23,August,2025,Monsoon,Saturday,Yes,Cloudy,Bangalore,Karnataka,India,Southern,Vidhana Soudha,Government Building,1956,4.5,Architectural,Yes,None,No,0.8,645,0,0,Domestic,4.5
2024-07-23,July,2024,Monsoon,Tuesday,No,Rainy,Kochi,Kerala,India,Southern,LuLu International Shopping Mall,Mall,2013,4.6,Shopping,Yes,None,Yes,1.9,261,0,0,Domestic,4.6
2023-12-23,December,2023,Winter,Saturday,Yes,Clear,Pelling,Sikkim,India,Eastern,Pemayangtse Monastery,Monastery,1705,4.7,Religious,No,None,No,0.015,142,22,3124,Domestic,4.7
2025-07-10,July,2025,Monsoon,Thursday,No,Rainy,Srinagar,Jammu and Kashmir,India,Northern,Dal Lake,Lake,Unknown,4.6,Nature,Yes,None,Yes,0.15,106,0,0,Domestic,4.6
2023-03-21,March,2023,Summer,Tuesday,No,Pleasant,Leh,Ladakh,India,Northern,Khardung La Pass,Hill,Unknown,4.4,Adventure,Yes,None,Yes,0.05,56,0,0,Domestic,4.4
2025-10-02,October,2025,Autumn,Thursday,No,Pleasant,Almora,Uttarakhand,India,Northern,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,4.2,Wildlife,No,None,Yes,0.01,43,142,6106,Domestic,4.2
2024-03-10,March,2024,Summer,Sunday,Yes,Warm,Noida,Uttar Pradesh,India,Central,Okhla Bird Sanctuary,Bird Sanctuary,1990,4.4,Wildlife,Yes,None,Yes,0.035,208,29,6032,Domestic,4.4
2025-03-16,March,2025,Summer,Sunday,Yes,Hot,Anantapur,Andhra Pradesh,India,Southern,Lepakshi,Site,Unknown,4.7,Historical,No,None,Yes,0.075,214,0,0,Domestic,4.7
2023-09-11,September,2023,Monsoon,Monday,No,Rainy,Greater Noida,Uttar Pradesh,India,Central,Buddh International Circuit,Race Track,2011,4.6,Sports,Yes,Sunday,Yes,7.4,1277,1457,1860589,Domestic,4.6
2024-05-16,May,2024,Summer,Thursday,No,Warm,Aligarh,Uttar Pradesh,India,Central,Aligarh Fort,Fort,1524,4.0,Historical,Yes,None,Yes,0.0165,105,20,2100,Domestic,4.0
2025-05-29,May,2025,Summer,Thursday,No,Partly Cloudy,Dalhousie,Himachal Pradesh,India,Northern,Khajjiar Lake,Lake,Unknown,4.4,Nature,No,None,Yes,0.1,289,0,0,Domestic,4.4
2023-09-09,September,2023,Monsoon,Saturday,Yes,Rainy,dalhousie,Himachal Pradesh,India,Northern,Dalai Lama Temple,Temple,1959,4.9,Religious,Yes,None,No,0.15,66,0,0,Domestic,4.9
2023-05-16,May,2023,Summer,Tuesday,No,Hot,Ranchi,Jharkhand,India,Eastern,Pahari Mandir,Temple,Unknown,4.5,Religious,Yes,None,Yes,0.13,243,0,0,Domestic,4.5
2023-04-21,April,2023,Summer,Friday,No,Warm,Gandhinagar,Gujarat,India,Western,Dandi Kutir,Museum,2013,4.3,Historical,No,None,Yes,0.05,135,0,0,Domestic,4.3
2025-07-26,July,2025,Monsoon,Saturday,Yes,Cloudy,Mathura,Uttar Pradesh,India,Central,Krishna Janmabhoomi,Temple,Unknown,4.6,Religious,Yes,None,No,0.13,172,0,0,Domestic,4.6
2023-10-11,October,2023,Autumn,Wednesday,No,Pleasant,Hyderabad,Telangana,India,Southern,Nehru Zoological Park,Zoo,1963,4.4,Wildlife,Yes,None,Yes,0.86,754,51,38454,Domestic,4.4
2023-01-09,January,2023,Winter,Monday,No,Cool,Kendujhar,Odisha,India,Eastern,Sanaghagara Waterfall,Waterfall,Unknown,4.6,Nature,No,None,Yes,0.055,203,0,0,Domestic,4.6
2025-12-15,December,2025,Winter,Monday,No,Cold,Gangtok,Sikkim,India,Eastern,Baba Harbhajan Singh Temple,Temple,1967,4.7,Religious,Yes,None,No,0.075,52,0,0,Domestic,4.7
2024-02-11,February,2024,Winter,Sunday,Yes,Pleasant,Bijapur,Karnataka,India,Southern,Gol Gumbaz,Mausoleum,1656,4.6,Historical,No,None,Yes,0.25,439,20,8780,Domestic,4.6
2025-06-24,June,2025,Monsoon,Tuesday,No,Humid,Hyderabad,Telangana,India,Southern,Nehru Zoological Park,Zoo,1963,4.2,Wildlife,Yes,None,Yes,0.86,141,47,6627,Domestic,4.2
2023-08-06,August,2023,Monsoon,Sunday,Yes,Rainy,Sivasagar,Assam,India,North Eastern,Sivasagar Sivadol,Temple,1734,4.8,Historical,No,None,Yes,0.065,45,0,0,Domestic,4.8
2025-11-01,November,2025,Autumn,Saturday,Yes,Pleasant,Chittorgarh,Rajasthan,India,Northern,Chittorgarh Fort,Fort,700,4.6,Historical,No,None,Yes,1.9,607,36,21852,Domestic,4.6
2025-07-15,July,2025,Monsoon,Tuesday,No,Foggy,Kodaikanal,Tamil Nadu,India,Southern,Kodaikanal Lake,Lake,1863,3.8,Recreational,No,None,Yes,0.1,37,0,0,Domestic,3.8
2025-01-29,January,2025,Winter,Wednesday,No,Pleasant,Agra,Uttar Pradesh,India,Central,Taj Mahal,Mausoleum,1632,4.7,Historical,Yes,Friday,Yes,2.25,1175,49,57575,Domestic,4.7
2025-06-24,June,2025,Monsoon,Tuesday,No,Rainy,Visakhapatnam,Andhra Pradesh,India,Southern,Kailasagiri,Hill,Unknown,4.4,Recreational,Yes,None,Yes,0.019,17,0,0,Domestic,4.4
2023-06-09,June,2023,Monsoon,Friday,No,Rainy,Kochi,Kerala,India,Southern,LuLu International Shopping Mall,Mall,2013,4.4,Shopping,Yes,None,Yes,1.9,381,0,0,Domestic,4.4
2023-07-04,July,2023,Monsoon,Tuesday,No,Stormy,Puducherry,Puducherry,India,Southern,Promenade Beach,Beach,Unknown,4.7,Recreational,Yes,None,Yes,0.09,34,0,0,Domestic,4.7
2023-08-10,August,2023,Monsoon,Thursday,No,Rainy,Guwahati,Assam,India,North Eastern,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,4.4,Wildlife,Yes,None,Yes,0.037,25,466,11650,Domestic,4.4
2024-05-01,May,2024,Summer,Wednesday,No,Hot,Khajuraho,Madhya Pradesh,India,Central,Khajuraho Group of Monuments,Temples,-850,4.9,Cultural,No,None,Yes,0.09,176,41,7216,International,4.9
2024-08-03,August,2024,Monsoon,Saturday,Yes,Rainy,Auli,Uttarakhand,India,Northern,Auli Ski Resort,Ski Resort,1990,4.5,Adventure,No,None,Yes,0.01,46,0,0,Domestic,4.5
2023-04-23,April,2023,Summer,Sunday,Yes,Hot,Digha,West Bengal,India,Eastern,Digha Beach,Beach,Unknown,4.4,Recreational,No,None,Yes,0.09,136,0,0,Domestic,4.4
2025-05-27,May,2025,Summer,Tuesday,No,Sunny,Gandhinagar,Gujarat,India,Western,Akshardham,Temple,1992,4.8,Religious,Yes,Monday,No,0.18,153,0,0,Domestic,4.8
2025-05-08,May,2025,Summer,Thursday,No,Sunny,Dumboor,Tripura,India,North Eastern,Dumboor Lake,Lake,Unknown,4.7,Nature,No,None,Yes,0.01,185,0,0,Domestic,4.7
2023-08-16,August,2023,Monsoon,Wednesday,No,Humid,Bangalore,Karnataka,India,Southern,Vidhana Soudha,Government Building,1956,4.6,Architectural,Yes,None,No,0.8,481,0,0,Domestic,4.6
2024-06-03,June,2024,Monsoon,Monday,No,Rainy,Lucknow,Uttar Pradesh,India,Central,Phoenix Palassio,Mall,2020,4.8,Shopping,Yes,None,Yes,0.35,278,0,0,Domestic,4.8
2025-01-29,January,2025,Winter,Wednesday,No,Cold,Kinnaur,Himachal Pradesh,India,Northern,Sangla Valley,Valley,Unknown,4.6,Nature,No,None,Yes,0.01,137,0,0,Domestic,4.6
2025-05-03,May,2025,Summer,Saturday,Yes,Sunny,Kishtwar,Jammu and Kashmir,India,Northern,Kishtwar National Park,National Park,1981,4.3,Wildlife,No,None,Yes,0.01,195,106,20670,International,4.3
2023-02-08,February,2023,Winter,Wednesday,No,Pleasant,Kevadia,Gujarat,India,Western,Statue of Unity,Monument,2018,4.6,Historical,No,Monday,Yes,0.67,565,323,182495,Domestic,4.6
2023-03-27,March,2023,Summer,Monday,No,Hot,Mysore,Karnataka,India,Southern,Mysore Palace,Palace,1912,4.5,Historical,Yes,None,Yes,2.5,1272,47,59784,International,4.5
2025-03-16,March,2025,Summer,Sunday,Yes,Warm,Leh,Ladakh,India,Northern,Pangong Tso,Lake,Unknown,4.8,Nature,Yes,None,Yes,0.15,292,21,6132,Domestic,4.8
2025-06-18,June,2025,Monsoon,Wednesday,No,Humid,Kanha,Madhya Pradesh,India,Central,Kanha National Park,Wildlife Sanctuary,1955,4.6,Wildlife,No,None,Yes,0.1,48,90,4320,Domestic,4.6
2025-10-07,October,2025,Autumn,Tuesday,No,Pleasant,Gandhinagar,Gujarat,India,Western,Akshardham,Temple,1992,4.5,Religious,Yes,Monday,No,0.18,236,0,0,Domestic,4.5
2023-11-02,November,2023,Autumn,Thursday,No,Cool,Sambalpur,Odisha,India,Eastern,Hirakud Dam,Dam,1957,4.7,Engineering Marvel,No,None,Yes,0.01,106,0,0,International,4.7
2023-03-04,March,2023,Summer,Saturday,Yes,Sunny,Goa,Goa,India,Southern,Palolem Beach,Beach,Unknown,4.7,Scenic,Yes,None,Yes,0.27,273,0,0,Domestic,4.7
2023-03-04,March,2023,Summer,Saturday,Yes,Humid,Alibaug,Maharastra,India,Western,Alibaug Beach,Beach,Unknown,4.3,Recreational,Yes,None,Yes,0.05,31,0,0,Domestic,4.3
2025-02-08,February,2025,Winter,Saturday,Yes,Cool,Hyderabad,Telangana,India,Southern,Chowmahalla Palace,Palace,1800,4.3,Historical,Yes,None,Yes,0.45,307,80,24560,International,4.3
2025-08-05,August,2025,Monsoon,Tuesday,No,Humid,Junagadh,Gujarat,India,Western,Gir National Park,National Park,1965,4.6,Wildlife,No,None,Yes,0.08,30,3816,114480,Domestic,4.6
2023-12-20,December,2023,Winter,Wednesday,No,Pleasant,Balasore,Odisha,India,Eastern,Chandipur Beach,Beach,Unknown,4.1,Recreational,Yes,None,Yes,0.014,262,0,0,Domestic,4.1
2024-05-11,May,2024,Summer,Saturday,Yes,Warm,Kangra,Himachal Pradesh,India,Northern,Kangra Fort,Fort,400,4.3,Historical,Yes,None,Yes,0.1,175,156,27300,Domestic,4.3
2023-10-28,October,2023,Autumn,Saturday,Yes,Pleasant,Lucknow,Uttar Pradesh,India,Central,Bara Imambara,Monument,1784,4.6,Historical,Yes,Monday,No,0.45,318,50,15900,Domestic,4.6
2025-11-09,November,2025,Autumn,Sunday,Yes,Pleasant,Delhi,Delhi,India,Northern,Waste to Wonder Park,Theme Park,2019,4.0,Environmental,Yes,Monday,Yes,0.27,362,55,19910,Domestic,4.0
2024-04-30,April,2024,Summer,Tuesday,No,Pleasant,Mount Abu,Rajasthan,India,Northern,Dilwara Temples,Temple,1100,4.4,Religious,No,None,No,0.05,260,0,0,Domestic,4.4
2024-11-25,November,2024,Autumn,Monday,No,Pleasant,Alibaug,Maharastra,India,Western,Alibaug Beach,Beach,Unknown,4.3,Recreational,Yes,None,Yes,0.05,34,0,0,Domestic,4.3
2024-10-12,October,2024,Autumn,Saturday,Yes,Cool,Almora,Uttarakhand,India,Northern,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,4.3,Wildlife,No,None,Yes,0.01,109,145,15805,Domestic,4.3
2025-12-11,December,2025,Winter,Thursday,No,Clear,Lonavala,Maharastra,India,Western,Imagicaa,Amusement Park,2013,1.3,Recreational,No,Monday,Yes,0.95,1215,1043,1267245,Domestic,1.3
2023-10-19,October,2023,Autumn,Thursday,No,Cool,Tirunelveli,Tamil Nadu,India,Southern,Nellaiappar Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.16,496,0,0,Domestic,4.6
2023-03-30,March,2023,Summer,Thursday,No,Warm,Ahmedabad,Gujarat,India,Western,Sabarmati Riverfront,Urban Development Project,2012,4.6,Recreational,Yes,None,Yes,0.1,225,0,0,International,4.6
2023-12-31,December,2023,Winter,Sunday,Yes,Pleasant,Bikaner,Rajasthan,India,Northern,Junagarh Fort,Fort,1589,4.4,Historical,Yes,None,Yes,0.32,405,49,19845,Domestic,4.4
2024-11-15,November,2024,Autumn,Friday,No,Pleasant,Kishtwar,Jammu and Kashmir,India,Northern,Kishtwar National Park,National Park,1981,4.3,Wildlife,No,None,Yes,0.01,223,101,22523,International,4.3
2023-06-02,June,2023,Monsoon,Friday,No,Cloudy,Ajanta,Maharashtra,India,Western,Ellora Caves,Cave,600,4.6,Historical,Yes,Tuesday,Yes,0.49,71,32,2272,International,4.6
2023-05-10,May,2023,Summer,Wednesday,No,Hot,Bangalore,Karnataka,India,Southern,Bangalore Palace,Palace,1878,4.1,Historical,Yes,Monday,Yes,0.9,342,464,158688,Domestic,4.1
2025-10-02,October,2025,Autumn,Thursday,No,Clear,Kinnaur,Himachal Pradesh,India,Northern,Sangla Valley,Valley,Unknown,4.6,Nature,No,None,Yes,0.01,82,0,0,Domestic,4.6
2024-08-07,August,2024,Monsoon,Wednesday,No,Cloudy,Visakhapatnam,Andhra Pradesh,India,Southern,Matsyadarshini Aquarium,Aquarium,Unknown,3.9,Recreational,Yes,None,Yes,0.03,50,20,1000,Domestic,3.9
2025-11-02,November,2025,Autumn,Sunday,Yes,Clear,Leh,Ladakh,India,Northern,Khardung La Pass,Hill,Unknown,4.3,Adventure,Yes,None,Yes,0.05,78,0,0,Domestic,4.3
2024-03-20,March,2024,Summer,Wednesday,No,Sunny,Goa,Goa,India,Southern,Basilica of Bom Jesus,Church,1605,4.5,Historical,Yes,None,Yes,0.59,512,0,0,Domestic,4.5
2023-07-07,July,2023,Monsoon,Friday,No,Stormy,Auroville,Puducherry,India,Southern,Auroville,Township,1968,4.0,Cultural,Yes,None,Yes,0.035,21,0,0,Domestic,4.0
2024-09-15,September,2024,Monsoon,Sunday,Yes,Stormy,Goa,Goa,India,Southern,Fort Aguada,Fort,1612,4.2,Historical,Yes,None,Yes,0.95,172,0,0,International,4.2
2023-09-08,September,2023,Monsoon,Friday,No,Cloudy,Dwarka,Gujarat,India,Western,Dwarkadhish Temple,Temple,-400,4.5,Religious,No,None,No,0.59,165,0,0,Domestic,4.5
2023-12-02,December,2023,Winter,Saturday,Yes,Clear,Agra,Uttar Pradesh,India,Central,Agra Fort,Fort,1565,4.6,Historical,Yes,None,Yes,1.3,999,36,35964,Domestic,4.6
2025-04-24,April,2025,Summer,Thursday,No,Sunny,Visakhapatnam,Andhra Pradesh,India,Southern,Rishikonda Beach,Beach,Unknown,4.5,Recreational,Yes,None,Yes,0.39,113,0,0,Domestic,4.5
2024-02-13,February,2024,Winter,Tuesday,No,Cool,Khajuraho,Madhya Pradesh,India,Central,Khajuraho Group of Monuments,Temples,-850,4.8,Cultural,No,None,Yes,0.09,136,36,4896,International,4.8
2025-10-21,October,2025,Autumn,Tuesday,No,Cool,Mathura,Uttar Pradesh,India,Central,Nand Gaon,Village,Unknown,4.2,Cultural,Yes,None,Yes,0.01,72,0,0,Domestic,4.2
2025-07-19,July,2025,Monsoon,Saturday,Yes,Cloudy,Sarnath,Uttar Pradesh,India,Central,Dhamek Stupa,Monument,-500,4.5,Historical,Yes,None,Yes,0.065,59,5,295,Domestic,4.5
2025-08-14,August,2025,Monsoon,Thursday,No,Stormy,Visakhapatnam,Andhra Pradesh,India,Southern,Indira Gandhi Zoological Park,Zoo,1977,4.0,Wildlife,Yes,Monday,Yes,0.25,45,20,900,Domestic,4.0
2023-10-29,October,2023,Autumn,Sunday,Yes,Pleasant,Vrindavan,Uttar Pradesh,India,Central,Banke Bihari Temple,Temple,1864,4.9,Religious,Yes,None,No,0.37,195,0,0,Domestic,4.9
2024-10-26,October,2024,Autumn,Saturday,Yes,Pleasant,Kolkata,West Bengal,India,Eastern,Indian Museum,Museum,1814,4.7,Historical,Yes,Monday,Yes,0.18,540,51,27540,Domestic,4.7
2024-08-15,August,2024,Monsoon,Thursday,No,Cloudy,Thiruvananthapuram,Kerala,India,Southern,Padmanabhaswamy Temple,Temple,Unknown,4.7,Religious,Yes,None,No,0.46,212,0,0,Domestic,4.7
2024-08-26,August,2024,Monsoon,Monday,No,Rainy,Allahabad,Uttar Pradesh,India,Central,Triveni Sangam,Confluence,Unknown,4.6,Religious,Yes,None,Yes,0.09,125,0,0,Domestic,4.6
2024-10-10,October,2024,Autumn,Thursday,No,Pleasant,Bengaluru,Karnataka,India,Southern,Orion Mall,Mall,2012,4.4,Shopping,Yes,None,Yes,1.8,1596,0,0,Domestic,4.4
2024-11-18,November,2024,Autumn,Monday,No,Pleasant,Noida,Uttar Pradesh,India,Central,Okhla Bird Sanctuary,Bird Sanctuary,1990,4.4,Wildlife,Yes,None,Yes,0.035,228,27,6156,Domestic,4.4
2025-08-03,August,2025,Monsoon,Sunday,Yes,Cloudy,New Delhi,Delhi,India,Northern,Jama Masjid,Mosque,1656,4.6,Historical,Yes,None,Yes,0.49,350,0,0,Domestic,4.6
2025-03-23,March,2025,Summer,Sunday,Yes,Sunny,Udaipur,Rajasthan,India,Northern,City Palace,Palace,1559,4.2,Historical,Yes,None,Yes,0.51,900,300,270000,Domestic,4.2
2025-05-07,May,2025,Summer,Wednesday,No,Hot,Mumbai,Maharastra,India,Western,Mahalaxmi Temple,Temple,1831,4.6,Religious,Yes,None,No,0.33,150,0,0,Domestic,4.6
2024-08-01,August,2024,Monsoon,Thursday,No,Rainy,Hampi,Karnataka,India,Southern,Hampi Archaeological Ruins,Site,Unknown,4.8,Historical,No,None,Yes,0.05,37,0,0,Domestic,4.8
2023-08-05,August,2023,Monsoon,Saturday,Yes,Rainy,Delhi,Delhi,India,Northern,Agrasen ki Baoli,Stepwell,1400,4.3,Historical,Yes,None,Yes,0.41,161,0,0,Domestic,4.3
2023-10-12,October,2023,Autumn,Thursday,No,Pleasant,Nashik,Maharastra,India,Western,Sula Vineyards,Vineyard,1999,4.1,Recreational,Yes,None,Yes,0.1,334,327,109218,Domestic,4.1
2024-09-03,September,2024,Monsoon,Tuesday,No,Stormy,Visakhapatnam,Andhra Pradesh,India,Southern,Matsyadarshini Aquarium,Aquarium,Unknown,3.8,Recreational,Yes,None,Yes,0.03,48,20,960,Domestic,3.8
2025-11-14,November,2025,Autumn,Friday,No,Clear,Jabalpur,Madhya Pradesh,India,Central,Dhuandhar Falls,Waterfall,Unknown,4.7,Nature,No,None,Yes,0.01,70,0,0,Domestic,4.7
2024-01-10,January,2024,Winter,Wednesday,No,Cool,Kolkata,West Bengal,India,Eastern,Indian Museum,Museum,1814,4.5,Historical,Yes,Monday,Yes,0.18,229,54,12366,Domestic,4.5
2023-03-08,March,2023,Summer,Wednesday,No,Hot,Kishtwar,Jammu and Kashmir,India,Northern,Kishtwar National Park,National Park,1981,4.2,Wildlife,No,None,Yes,0.01,134,98,13132,Domestic,4.2
2024-06-05,June,2024,Monsoon,Wednesday,No,Cloudy,Kullu,Himachal Pradesh,India,Northern,Great Himalayan National Park,National Park,1984,4.6,Wildlife,No,None,Yes,0.2,105,52,5460,Domestic,4.6
2024-09-11,September,2024,Monsoon,Wednesday,No,Humid,Satara,Maharashtra,India,Western,Kaas Plateau,Valley,Unknown,4.4,Nature,No,None,Yes,0.05,35,309,10815,International,4.4
2023-04-02,April,2023,Summer,Sunday,Yes,Hot,Delhi,Delhi,India,Northern,Red Fort,Fort,1648,4.5,Historical,Yes,None,Yes,1.5,863,36,31068,International,4.5
2023-07-03,July,2023,Monsoon,Monday,No,Humid,Jaipur,Rajasthan,India,Northern,Albert Hall Museum,Museum,1887,4.3,Historical,Yes,None,Yes,0.63,278,184,51152,Domestic,4.3
2024-09-17,September,2024,Monsoon,Tuesday,No,Humid,Delhi,Delhi,India,Northern,Garden of Five Senses,Park,2003,4.3,Botanical,Yes,None,Yes,0.23,139,38,5282,Domestic,4.3
2024-04-13,April,2024,Summer,Saturday,Yes,Hot,Kishtwar,Jammu and Kashmir,India,Northern,Kishtwar National Park,National Park,1981,4.1,Wildlife,No,None,Yes,0.01,235,102,23970,Domestic,4.1
2024-09-22,September,2024,Monsoon,Sunday,Yes,Cloudy,Hyderabad,Telangana,India,Southern,Golconda Fort,Fort,1600,4.5,Historical,Yes,None,Yes,1.2,1061,30,31830,Domestic,4.5
2024-03-25,March,2024,Summer,Monday,No,Warm,Kurnool,Andhra Pradesh,India,Southern,Belum Caves,Cave,Unknown,4.6,Natural Wonder,Yes,None,Yes,0.11,243,65,15795,Domestic,4.6
2025-06-02,June,2025,Monsoon,Monday,No,Rainy,Goa,Goa,India,Southern,Anjuna Beach,Beach,Unknown,4.5,Scenic,Yes,None,Yes,0.18,61,0,0,Domestic,4.5
2025-01-01,January,2025,Winter,Wednesday,No,Cool,Rourkela,Odisha,India,Eastern,Khandadhar Waterfall,Waterfall,Unknown,4.6,Nature,No,None,Yes,1.2,604,0,0,Domestic,4.6
2023-07-30,July,2023,Monsoon,Sunday,Yes,Hot,Jaisalmer,Rajasthan,India,Northern,Jaisalmer Fort,Fort,1156,4.6,Historical,No,None,Yes,0.56,109,52,5668,Domestic,4.6
2025-09-17,September,2025,Monsoon,Wednesday,No,Humid,Mathura,Uttar Pradesh,India,Central,Barsana Mandir,Temple,Unknown,4.9,Religious,Yes,None,Yes,0.1,142,0,0,Domestic,4.9
2025-07-01,July,2025,Monsoon,Tuesday,No,Cloudy,Goa,Goa,India,Southern,Miramar Beach,Beach,Unknown,4.0,Scenic,Yes,None,Yes,0.3,100,0,0,Domestic,4.0
2023-03-08,March,2023,Summer,Wednesday,No,Sunny,Murudeshwar,Karnataka,India,Southern,Murudeshwar Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.49,200,0,0,Domestic,4.6
2023-08-04,August,2023,Monsoon,Friday,No,Cloudy,Visakhapatnam,Andhra Pradesh,India,Southern,War Memorial,War Memorial,Unknown,4.4,Historical,Yes,None,Yes,0.059,26,0,0,International,4.4
2023-07-03,July,2023,Monsoon,Monday,No,Hot,Bhuj,Gujarat,India,Western,White Desert,Site,1950,4.7,Nature,Yes,None,Yes,0.12,133,0,0,Domestic,4.7
2024-10-23,October,2024,Autumn,Wednesday,No,Pleasant,Orchha,Madhya Pradesh,India,Central,Orchha Fort,Fort,1500,4.6,Historical,No,None,Yes,0.1,379,9,3411,Domestic,4.6
2023-02-25,February,2023,Winter,Saturday,Yes,Pleasant,Amritsar,Punjab,India,Northern,Wagah Border,Border Crossing,1950,4.9,Cultural,Yes,None,Yes,0.17,356,0,0,International,4.9
2024-03-11,March,2024,Summer,Monday,No,Hot,Haridwar,Uttarakhand,India,Northern,Har Ki Pauri,Ghat,Unknown,4.5,Religious,Yes,None,Yes,0.025,134,0,0,International,4.5
2025-03-22,March,2025,Summer,Saturday,Yes,Pleasant,Ooty,Tamil Nadu,India,Southern,Ooty Lake,Lake,1824,4.2,Recreational,Yes,None,Yes,0.61,1110,10,11100,Domestic,4.2
2023-09-09,September,2023,Monsoon,Saturday,Yes,Cloudy,Agra,Uttar Pradesh,India,Central,Agra Fort,Fort,1565,4.7,Historical,Yes,None,Yes,1.3,909,42,38178,Domestic,4.7
2025-03-25,March,2025,Summer,Tuesday,No,Sunny,Udaipur,Rajasthan,India,Northern,City Palace,Palace,1559,4.5,Historical,Yes,None,Yes,0.51,743,309,229587,Domestic,4.5
2023-05-26,May,2023,Summer,Friday,No,Sunny,Kaziranga,Assam,India,North Eastern,Kaziranga National Park,National Park,1905,4.5,Wildlife,No,None,No,0.068,56,687,38472,Domestic,4.5
2025-05-18,May,2025,Summer,Sunday,Yes,Sunny,Dumboor,Tripura,India,North Eastern,Dumboor Lake,Lake,Unknown,4.4,Nature,No,None,Yes,0.01,60,0,0,Domestic,4.4
2024-10-11,October,2024,Autumn,Friday,No,Warm,Goa,Goa,India,Southern,Aguada Beach,Beach,Unknown,4.5,Scenic,Yes,None,Yes,0.01,163,0,0,Domestic,4.5
2023-01-06,January,2023,Winter,Friday,No,Clear,Puri,Odisha,India,Eastern,Jagannath Temple,Temple,Unknown,4.9,Religious,Yes,None,No,1.0,1825,0,0,Domestic,4.9
2025-05-17,May,2025,Summer,Saturday,Yes,Hot,Hyderabad,Telangana,India,Southern,Lumbini Park,Park,1994,4.0,Recreational,Yes,None,Yes,0.73,650,20,13000,International,4.0
2023-02-12,February,2023,Winter,Sunday,Yes,Clear,Bhimbetka,Madhya Pradesh,India,Central,Bhimbetka Rock Shelters,Prehistoric Site,1958,4.8,Archaeological,No,None,Yes,0.07,151,23,3473,International,4.8
2025-04-22,April,2025,Summer,Tuesday,No,Sunny,Bhubaneswar,Odisha,India,Eastern,Nandankanan Zoological Park,Zoo,1960,4.4,Wildlife,Yes,Monday,Yes,0.81,922,53,48866,Domestic,4.4
2025-05-24,May,2025,Summer,Saturday,Yes,Hot,Visakhapatnam,Andhra Pradesh,India,Southern,Visakha Museum,Museum,1991,4.3,Cultural,Yes,None,Yes,0.065,193,11,2123,Domestic,4.3
2023-09-01,September,2023,Monsoon,Friday,No,Rainy,Vizianagaram,Andhra Pradesh,India,Southern,Simhachalam Temple,Temple,198,4.8,Religious,Yes,None,No,0.59,383,0,0,Domestic,4.8
